,artist,album,track_number,track_name,track_id,popularity
0,Taylor Swift,Lover,1,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,83
1,Taylor Swift,Lover,2,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,83
2,Taylor Swift,Lover,3,Lover,1dGr1c8CrMLDpV6mPbImSI,89
3,Taylor Swift,Lover,4,The Man,3RauEVgRgj1IuWdJ9fDs70,83
4,Taylor Swift,Lover,5,The Archer,3pHkh7d0lzM2AldUtz2x37,80
5,Taylor Swift,Lover,6,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,79
6,Taylor Swift,Lover,7,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,79
7,Taylor Swift,Lover,8,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,80
8,Taylor Swift,Lover,9,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,79
9,Taylor Swift,Lover,10,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,78
10,Taylor Swift,Lover,11,London Boy,1LLXZFeAHK9R4xUramtUKw,79
11,Taylor Swift,Lover,12,Soon You’ll Get Better (feat. Dixie Chicks),4AYtqFyFbX0Xkc2wtcygTr,76
12,Taylor Swift,Lover,13,False God,5hQSXkFgbxjZo9uCwd11so,77
13,Taylor Swift,Lover,14,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,88
14,Taylor Swift,Lover,15,Afterglow,1SymEzIT3H8UZfibCs3TYi,78
15,Taylor Swift,Lover,16,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,87
16,Taylor Swift,Lover,17,It’s Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,75
17,Taylor Swift,Lover,18,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,76
18,Post Malone,Hollywood's Bleeding,1,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,89
19,Post Malone,Hollywood's Bleeding,2,Saint-Tropez,05mDaV9Vb3wrzjF6OPZnhq,90
20,Post Malone,Hollywood's Bleeding,3,Enemies (feat. DaBaby),0Xek5rqai2jcOWCYWJfVCF,89
21,Post Malone,Hollywood's Bleeding,4,Allergic,1YscJ7yVTlFxW3eF6pv5ba,82
22,Post Malone,Hollywood's Bleeding,5,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,84
23,Post Malone,Hollywood's Bleeding,6,Circles,21jGcNKet2qwijlDFuPiPb,100
24,Post Malone,Hollywood's Bleeding,7,Die For Me (feat. Future & Halsey),2C6WXnmZ66tHhHlnvwePiK,86
25,Post Malone,Hollywood's Bleeding,8,On The Road (feat. Meek Mill & Lil Baby),12Fkyg9lpmaz2zmKOfw2Y2,86
26,Post Malone,Hollywood's Bleeding,9,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,92
27,Post Malone,Hollywood's Bleeding,10,I'm Gonna Be,1ckLp8lCl8LipXI0ypX72m,82
28,Post Malone,Hollywood's Bleeding,11,Staring At The Sun (feat. SZA),5KE9b4x7Zj2A8XtbkqhqTe,82
29,Post Malone,Hollywood's Bleeding,12,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,88
30,Post Malone,Hollywood's Bleeding,13,Internet,0KAzP1Rbp0Vz5pw8i1KDDI,79
31,Post Malone,Hollywood's Bleeding,14,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,94
32,Post Malone,Hollywood's Bleeding,15,Myself,2cvOfKHOHgwQlLiuLKP2xR,82
33,Post Malone,Hollywood's Bleeding,16,I Know,6b2mfHMqWCA74XmUuVJm8r,80
34,Post Malone,Hollywood's Bleeding,17,Wow.,7xQAfvXzm3AkraOtGPWIZg,89
35,Kanye West,JESUS IS KING,1,Every Hour,1WnqWQcWcuQbVzgE7ecfCY,83
36,Kanye West,JESUS IS KING,2,Selah,39JRmdKFka1Oe09FoOCPI4,85
37,Kanye West,JESUS IS KING,3,Follow God,2QpGZOhTCHHiKmpSO9FW4h,93
38,Kanye West,JESUS IS KING,4,Closed On Sunday,3JWiDGQX2eTlFvKj3Yssj3,86
39,Kanye West,JESUS IS KING,5,On God,2SasoXZyv82yYgHiVOvxQn,86
40,Kanye West,JESUS IS KING,6,Everything We Need,24bnCCysWnbNRNUT4LpHcP,85
41,Kanye West,JESUS IS KING,7,Water,454Epa1vrCGFddHXKyC1kb,83
42,Kanye West,JESUS IS KING,8,God Is,6xRWoYwfwIKnT8bQGzKbxR,83
43,Kanye West,JESUS IS KING,9,Hands On,7r6aR2f57resC5r93LwMfK,82
44,Kanye West,JESUS IS KING,10,Use This Gospel,0oPOuDmmkVp3h6puekhs6P,85
45,Kanye West,JESUS IS KING,11,Jesus Is Lord,7sBgFMWqDWQgrsNSpIBoe8,81
46,Luke Combs,What You See Is What You Get,1,Beer Never Broke My Heart,3RzcoFkZ0AOp2nH71jP504,75
47,Luke Combs,What You See Is What You Get,2,Refrigerator Door,1rLhKgfBTu7qGEz98IpQxo,72
48,Luke Combs,What You See Is What You Get,3,Even Though I'm Leaving,5aZQrb2TXWEh9uZR4HEY3r,74
49,Luke Combs,What You See Is What You Get,4,Lovin' On You,2AxR3AIQxTf6xjxrb9UkH2,72
50,Luke Combs,What You See Is What You Get,5,Moon Over Mexico,54QmQd9Nc2EUDha6dD8V9X,71
51,Luke Combs,What You See Is What You Get,6,"1, 2 Many",6pgN3d6oBrhmrSAKBfWNsf,73
52,Luke Combs,What You See Is What You Get,7,Blue Collar Boys,0KtxdSPi1ZbDc3wwD2IGF0,73
53,Luke Combs,What You See Is What You Get,8,New Every Day,5NwCPmFHJAoKe0PSw2ltJD,72
54,Luke Combs,What You See Is What You Get,9,Reasons,4T6QFouj6rIQObxgwt9ELL,73
55,Luke Combs,What You See Is What You Get,10,Every Little Bit Helps,3APKvzQ6xiu7Fcu9Y1EKni,72
56,Luke Combs,What You See Is What You Get,11,Dear Today,7j3aRaky6Xr1fpuqmB3s4w,73
57,Luke Combs,What You See Is What You Get,12,What You See Is What You Get,1xIgz2QjA85ZpXiIoj6mMo,72
58,Luke Combs,What You See Is What You Get,13,Does To Me (feat. Eric Church),17TSJlshgQ5zu0e8dedAla,75
59,Luke Combs,What You See Is What You Get,14,Angels Workin' Overtime,7dRPUAYfMGZmZ7L3fZAJKp,71
60,Luke Combs,What You See Is What You Get,15,All Over Again,0bNVNlZSHj3xSuMJWfzxuT,73
61,Luke Combs,What You See Is What You Get,16,Nothing Like You,5ppDdMho96v8gdDm7HKEbK,73
62,Luke Combs,What You See Is What You Get,17,Better Together,1tSGw3h54aHModEHHL1HGK,76
63,Khalid,Free Spirit,1,Intro,5BfMJ6iytQnu1r7iiCYSXe,66
64,Khalid,Free Spirit,2,Bad Luck,2vsuel3g4zaLYSOY0mOMbi,72
65,Khalid,Free Spirit,3,My Bad,2XKFnwB6djxrJCjR3PdeRb,70
66,Khalid,Free Spirit,4,Better,339Y993TrFyWyO438be0RY,70
67,Khalid,Free Spirit,5,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,84
68,Khalid,Free Spirit,6,Right Back,5A1w94uzc1kO1Zhe8WWxC3,72
69,Khalid,Free Spirit,7,Don't Pretend (feat. SAFE),1E6DEDWDKHoOW0fcFuDghV,70
70,Khalid,Free Spirit,8,Paradise,6fOOKqQWcSy33ApU1wqkkW,69
71,Khalid,Free Spirit,9,Hundred,0HEckRWFSknIupbGzavk5d,70
72,Khalid,Free Spirit,10,Outta My Head (with John Mayer),09oZ9eXQ2fo6YDrPzJqAoP,78
73,Khalid,Free Spirit,11,Free Spirit,2kAIpGWnlFLQh48iut6Zzq,75
74,Khalid,Free Spirit,12,Twenty One,1NgCWYuBLfqBDA3b8MgSVU,69
75,Khalid,Free Spirit,13,Bluffin',42w7pX3r1TpLR0i55Ek5ND,67
76,Khalid,Free Spirit,14,Self,1WqLtczgKdbHFHhefOU0y7,66
77,Khalid,Free Spirit,15,Alive,12VqHHz4wvVcnEdSivjLeQ,69
78,Khalid,Free Spirit,16,Heaven,0Hgqglypzt6Qs5Duqskcqs,67
79,Khalid,Free Spirit,17,Saturday Nights,1fHRzxbts9A8J1ergDe7Kz,71
80,Jonas Brothers,Happiness Begins,1,Sucker,22vgEDb5hykfaTwLuskFGD,81
81,Jonas Brothers,Happiness Begins,2,Cool,7yfi8B8opXjnRh4VZnOkz9,76
82,Jonas Brothers,Happiness Begins,3,Only Human,0DiDStADDVh3SvAsoJAFMk,88
83,Jonas Brothers,Happiness Begins,4,I Believe,1vYh9x8UmFTLbXiizk9Qc5,75
84,Jonas Brothers,Happiness Begins,5,Used To Be,2n6red10oCd6YhlEUp6jXy,67
85,Jonas Brothers,Happiness Begins,6,Every Single Time,76F54HHrw84yqAYqrAJkbr,65
86,Jonas Brothers,Happiness Begins,7,Don't Throw it Away,24eP9hGnGR6RCQvllQVkCm,65
87,Jonas Brothers,Happiness Begins,8,Love Her,2hgk8iKN9UdoM4ILlJ9F5N,69
88,Jonas Brothers,Happiness Begins,9,Happy When I'm Sad,6DibqiBTKMob2SjBwKqRfS,63
89,Jonas Brothers,Happiness Begins,10,Trust,5MoU7TaAvgBa8W0XVwXAd7,63
90,Jonas Brothers,Happiness Begins,11,Strangers,5md87aD3pGXRghKUbZdyh8,66
91,Jonas Brothers,Happiness Begins,12,Hesitate,7fiFJADUcHwTdYLmnZeLAy,68
92,Jonas Brothers,Happiness Begins,13,Rollercoaster,7dxKdQC9Vo1hDxIUnt1z0Q,71
93,Jonas Brothers,Happiness Begins,14,Comeback,064tgRK6FYBwikCdxaHFV1,65
94,BTS,MAP OF THE SOUL : PERSONA,1,Intro : Persona,2isSdmQfVv32j2haL6hk9x,71
95,BTS,MAP OF THE SOUL : PERSONA,2,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,87
96,BTS,MAP OF THE SOUL : PERSONA,3,Mikrokosmos,5hnbE5BF2e8BCk9OMR1UVC,76
97,BTS,MAP OF THE SOUL : PERSONA,4,Make It Right,6KUE0HSSudAp9AOycaF6SH,78
98,BTS,MAP OF THE SOUL : PERSONA,5,HOME,7lthOBXNue2IvedLRfkod8,76
99,BTS,MAP OF THE SOUL : PERSONA,6,Jamais Vu,0eeeyCAGnGZInPtpkdYiPa,73
100,BTS,MAP OF THE SOUL : PERSONA,7,Dionysus,6JdS5rJvJaRA7B1tcm7kxZ,75
101,Shawn Mendes,Shawn Mendes (Deluxe),1,Señorita,6v3KW9xbzN5yKLt9YKDYA2,89
102,Shawn Mendes,Shawn Mendes (Deluxe),2,Lost In Japan,0TFpGNlWslRQO4oyTtJq6K,58
103,Shawn Mendes,Shawn Mendes (Deluxe),3,If I Can't Have You,2bT1PH7Cw3J9p3t7nlXCdh,79
104,Shawn Mendes,Shawn Mendes (Deluxe),4,In My Blood,2SFnIqRWyHt9MUNeXkykii,56
105,Shawn Mendes,Shawn Mendes (Deluxe),5,Fallin' All In You,49u62ZMTXz91U8V4uXaJ4q,58
106,Shawn Mendes,Shawn Mendes (Deluxe),6,Where Were You In The Morning?,2UCYrYM83sowbj1OG6qsVn,56
107,Shawn Mendes,Shawn Mendes (Deluxe),7,Nervous,3J3AQ7NSo0p3RX8U2gnC4v,55
108,Shawn Mendes,Shawn Mendes (Deluxe),8,Like To Be You (feat. Julia Michaels),5VQBZPF4L2VrR7aMfAdRq3,55
109,Shawn Mendes,Shawn Mendes (Deluxe),9,Particular Taste,3isPczLtjVuERmr5hpSvIl,54
110,Shawn Mendes,Shawn Mendes (Deluxe),10,Because I Had You,1RL042HeY9ln1Bwu2ODyJJ,54
111,Shawn Mendes,Shawn Mendes (Deluxe),11,Why,6oZk0lzaP7RcwKjyZrIJBV,54
112,Shawn Mendes,Shawn Mendes (Deluxe),12,Youth (feat. Khalid),5cWIKVqSpJQiRmG59sfii5,54
113,Shawn Mendes,Shawn Mendes (Deluxe),13,Perfectly Wrong,1UWbBNuBIB9wYg82aaWRvN,54
114,Shawn Mendes,Shawn Mendes (Deluxe),14,Mutual,2d3zTjEWyOzKDPOLjDSRlR,54
115,Shawn Mendes,Shawn Mendes (Deluxe),15,Queen,2eKH2typXktOBTgWrOHnni,52
116,Shawn Mendes,Shawn Mendes (Deluxe),16,When You're Ready,2s6BVlw41U03QdFaMeT5FQ,53
117,Ariana Grande,"thank u, next",1,imagine,39LmTF9RgyakzSYX8txrow,78
118,Ariana Grande,"thank u, next",2,needy,1TEL6MlSSVLSdhOSddidlJ,78
119,Ariana Grande,"thank u, next",3,NASA,4uTvPEr01pjTbZgl7jcKBD,78
120,Ariana Grande,"thank u, next",4,bloodline,2hloaUoRonYssMuqLCBLTX,76
121,Ariana Grande,"thank u, next",5,fake smile,3wFLWP0FcIqHK1wb1CPthQ,75
122,Ariana Grande,"thank u, next",6,bad idea,5Il6Oe7lr5XM7A0cWbVQtr,75
123,Ariana Grande,"thank u, next",7,make up,27356GVuMPFWiJSZCragoM,72
124,Ariana Grande,"thank u, next",8,ghostin,2vdBo4ALPYbHRUPKgtE5iC,75
125,Ariana Grande,"thank u, next",9,in my head,4T652DlATVHe0jdLKaN3Bw,75
126,Ariana Grande,"thank u, next",10,7 rings,6ocbgoVGwYJhOv1GgI9NsF,90
127,Ariana Grande,"thank u, next",11,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,88
128,Ariana Grande,"thank u, next",12,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,85
129,Lil Tecca,We Love You Tecca,1,Ransom,6EOKwHETwSkZ9gW2b6ASE0,78
130,Lil Tecca,We Love You Tecca,2,Shots,5xjei7JnROsAzLY2a7RdZU,68
131,Lil Tecca,We Love You Tecca,3,Sidenote,17rhhpDU4Da35Vk9jXeHS0,57
132,Lil Tecca,We Love You Tecca,4,Did It Again,6alCTRgBPoeAFi2N4il9Q4,69
133,Lil Tecca,We Love You Tecca,5,Out Of Luck,2ZGvw7BpnUHG89yt8fNxH7,63
134,Lil Tecca,We Love You Tecca,6,"Left, Right",0HJvoOkpflwYJb21VkTmGD,60
135,Lil Tecca,We Love You Tecca,7,Bossanova,1FUVCa49nKsPRuznGVrIFY,59
136,Lil Tecca,We Love You Tecca,8,Amigo,6qWSHYcZEvE0MIcH2WmB23,62
137,Lil Tecca,We Love You Tecca,9,Phenom,56Jd7sjIDm2wT3T9tyMiX7,53
138,Lil Tecca,We Love You Tecca,10,Weatherman,2bc19Bhbt9FCkvgWPT1IHL,53
139,Lil Tecca,We Love You Tecca,11,DUI,7Jl7a1UvWslTea6gA4vTjw,55
140,Lil Tecca,We Love You Tecca,12,Love Me,3TLwAp3uX1nKsVxrDhNPOL,68
141,Lil Tecca,We Love You Tecca,13,Molly Girl,58neYWG7UyoQI0IC8lhfP5,59
142,Lil Tecca,We Love You Tecca,14,The Score,1TDPszDpH1AZKlAPhdL4gH,54
143,Lil Tecca,We Love You Tecca,15,Senorita,3eRUV5XlsGW72Q7hcneLpY,52
144,Lil Tecca,We Love You Tecca,16,Count Me Out,3nZxBgflsmuhfRQ74Q9Mbd,58
145,Lil Tecca,We Love You Tecca,17,Ransom (with Juice WRLD) - Remix,0DZJACISivjWjscIp5Kg1q,68
146,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,!!!!!!!,0rQtoQXQfwpDW0c7Fw1NeM,18
147,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2,bad guy,2Fxmhks0bxGSBdJ92vM42m,96
148,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3,xanny,4QIo4oxwzzafcBWkKjDpXY,82
149,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",4,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,85
150,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",5,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,86
151,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",6,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,86
152,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",7,when the party's over,43zdsphuZLzwA9k4DJhU0I,90
153,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",8,8,6X29iaaazwho3ab7GNue5r,79
154,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",9,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,82
155,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",10,bury a friend,4SSnFejRGlZikf02HLewEF,87
156,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",11,ilomilo,7qEKqBCD2vE5vIBsrUitpD,81
157,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",12,listen before i go,0tMSssfxAL2oV8Vri0mFHE,81
158,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",13,i love you,6CcJMwBtXByIz4zQLzFkKc,86
159,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14,goodbye,3LgWsmilsrWXiPYQFRD0T7,77
160,YoungBoy Never Broke Again,AI YoungBoy 2,1,Carter Son,0QVvkAOstRG26pVYN95CeL,76
161,YoungBoy Never Broke Again,AI YoungBoy 2,2,Time I'm On,6vWzkhoAp1SF4PEJ0iLKYQ,73
162,YoungBoy Never Broke Again,AI YoungBoy 2,3,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,80
163,YoungBoy Never Broke Again,AI YoungBoy 2,4,Seeming Like It,0eGvris9sYZMOsTMHT20Td,72
164,YoungBoy Never Broke Again,AI YoungBoy 2,5,Self Control,4vSoyDfL0uZyUoWu5NNNsQ,82
165,YoungBoy Never Broke Again,AI YoungBoy 2,6,Make No Sense,6klLvorLoo1sxvZcjJIY8I,86
166,YoungBoy Never Broke Again,AI YoungBoy 2,7,Rich As Hell,5A6tFAdihqILHJrWuR6wD4,74
167,YoungBoy Never Broke Again,AI YoungBoy 2,8,Slime Mentality,2m9axSosHP92250FvnnobM,74
168,YoungBoy Never Broke Again,AI YoungBoy 2,9,Head Blown,0qmWrPu7fiZSXvWfCZxcKl,72
169,YoungBoy Never Broke Again,AI YoungBoy 2,10,Ranada,4XlyD28tQ6qdqNS2BkE1AF,75
170,YoungBoy Never Broke Again,AI YoungBoy 2,11,Lonely Child,6xqZi5JTTk6XIMLvy7w5JJ,76
171,YoungBoy Never Broke Again,AI YoungBoy 2,12,Gang Shit,0igHhcoLY0yHVPHiPvGuXx,72
172,YoungBoy Never Broke Again,AI YoungBoy 2,13,Rebel's Kick It,3hYBu3LRhapDItoL2R5aK2,73
173,YoungBoy Never Broke Again,AI YoungBoy 2,14,Outta Here Safe (feat. Quando Rondo and NoCap),2qU7t8cV1fMVbDTUnZsxTV,70
174,YoungBoy Never Broke Again,AI YoungBoy 2,15,In Control,5IdAcHb4cwtexqMlOojWhR,75
175,YoungBoy Never Broke Again,AI YoungBoy 2,16,I Don't Know,58H5750cX5LquhcJ7TCHiO,70
176,YoungBoy Never Broke Again,AI YoungBoy 2,17,Where The Love At,540u3cwMqJ7IJrhQ9ikcON,72
177,YoungBoy Never Broke Again,AI YoungBoy 2,18,Free Time,3SiNNoV06PfsTbqMCwyBED,71
178,Summer Walker,Over It,1,Over It,0csmcZqM3uTKfjxehw0Lw2,73
179,Summer Walker,Over It,2,Body,7vxLj7MREliG5i5vSnqSVr,75
180,Summer Walker,Over It,3,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,84
181,Summer Walker,Over It,4,Drunk Dialing...LODT,0pzWCDSuVRX7m95EFOxVa0,74
182,Summer Walker,Over It,5,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,83
183,Summer Walker,Over It,6,Potential,4YNrBVo8fv6qiTNwHLVDai,72
184,Summer Walker,Over It,7,Fun Girl,78mXeWyY9ZEqOCkTl3nGfI,72
185,Summer Walker,Over It,8,Tonight,1qC6px1TOZgQFoTSOFUaBr,73
186,Summer Walker,Over It,9,Me,7pQAGG3OhXuYZrEh8nUCbi,71
187,Summer Walker,Over It,10,Like It (with 6LACK),4CNzuSQoL5jgCxzYmuMvcz,74
188,Summer Walker,Over It,11,Just Might (with PARTYNEXTDOOR),43IMaycr34ZR5kS8mlL5hH,74
189,Summer Walker,Over It,12,Stretch You Out (feat. A Boogie wit da Hoodie),4Qxn47gWPSucovKrMyRf1z,79
190,Summer Walker,Over It,13,Off Of You,0Q71rl68P5r53JkUpxDDto,72
191,Summer Walker,Over It,14,Anna Mae,09OeD94T28n7ku4RqPa6wZ,71
192,Summer Walker,Over It,15,I'll Kill You (feat. Jhené Aiko),7EkiMl81fUHVwpItgtzI4r,78
193,Summer Walker,Over It,16,Nobody Else,6eipQrmTw1N3nUfgLlEa2R,71
194,Summer Walker,Over It,17,Playing Games,4hWgC5BV5M7EtTleKVXNxw,80
195,Summer Walker,Over It,18,Girls Need Love (with Drake) - Remix,1axArDrl7n4M3QZMNN0XMs,71
196,DaBaby,KIRK,1,INTRO,77KMttn3Lic7ZQKDlPqp8v,82
197,DaBaby,KIRK,2,OFF THE RIP,3e39X4Q74yJzsYUEeyf4ws,75
198,DaBaby,KIRK,3,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,89
199,DaBaby,KIRK,4,VIBEZ,0fySG6A6qLE8IvDpayb5bM,88
200,DaBaby,KIRK,5,POP STAR (feat. Kevin Gates),2TsD9kSbgYx5fSNRsoNURE,76
201,DaBaby,KIRK,6,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",0WoAkdHmgPmEXfiBox1flk,75
202,DaBaby,KIRK,7,iPHONE (with Nicki Minaj),3GX2hFAekmSduZzcS52OnR,75
203,DaBaby,KIRK,8,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,81
204,DaBaby,KIRK,9,REALLY (feat. Stunna 4 Vegas),7vxGCUPJhe0fXfBkwVPFcP,73
205,DaBaby,KIRK,10,PROLLY HEARD,0O7mJ0noFBLn8MMUJrFaF1,72
